,Unnamed:0,price,totsp,floor,category,coupon,adress_m
104,104,135000.0,95.0,6.0,0,1,88
105,105,75000.0,56.0,14.0,0,0,59
106,106,125000.0,65.0,12.0,0,1,29
107,107,74000.0,74.0,10.0,0,0,75
108,108,410000.0,220.0,6.0,0,1,51
109,109,157000.0,157.0,2.0,0,0,44
110,110,200000.0,85.0,5.0,1,1,79
111,111,61000.0,55.0,8.0,0,1,45
112,112,199000.0,55.0,2.0,1,1,94
113,113,125000.0,65.0,6.0,1,1,11
114,114,330000.0,110.0,3.0,1,1,66
115,115,142000.0,125.0,16.0,0,1,31
116,116,120000.0,110.0,2.0,1,1,0
117,117,130000.0,94.0,5.0,0,1,88
118,118,142000.0,118.0,8.0,0,0,88
119,119,100000.0,25.0,2.0,1,1,66
120,120,108000.0,60.0,2.0,1,1,81
121,121,202500.0,135.0,3.0,0,0,12
122,122,210000.0,105.0,5.0,0,1,11
123,123,66000.0,82.0,11.0,0,1,2
124,124,155000.0,129.0,5.0,0,0,31
125,125,85000.0,60.0,4.0,1,1,53
126,126,357000.0,204.0,3.0,0,0,12
127,127,130500.0,145.0,16.0,0,0,5
128,128,250000.0,158.0,3.0,0,0,24
129,129,120000.0,130.0,12.0,0,0,88
130,130,85000.0,65.0,2.0,0,0,31
131,131,315000.0,150.0,9.0,0,1,27
132,132,106000.0,68.0,7.0,1,1,5
133,133,90000.0,56.0,18.0,0,0,88
134,134,70000.0,50.0,4.0,0,1,71
135,135,90000.0,65.0,5.0,1,1,5
136,136,103000.0,90.0,1.0,1,1,42
137,137,295000.0,156.0,3.0,0,1,92
138,138,75500.0,86.0,12.0,0,0,14
139,139,240000.0,172.0,9.0,0,0,23
140,140,34000.0,29.0,3.0,1,1,60
141,141,105000.0,54.0,5.0,1,1,75
142,142,196000.0,164.0,10.0,0,0,75
143,143,165000.0,150.0,2.0,1,1,54
144,144,310000.0,157.0,3.0,0,1,92
145,145,650000.0,220.0,18.0,0,1,92
146,146,165000.0,144.0,11.0,0,1,45
147,147,154000.0,111.0,3.0,0,0,92
148,148,141000.0,82.0,11.0,0,1,96
149,149,80000.0,50.0,2.0,1,1,49
150,150,210000.0,103.0,5.0,0,0,27
151,151,101200.0,88.0,4.0,0,0,1
152,152,90000.0,134.0,2.0,0,0,82
153,153,200000.0,90.0,4.0,0,1,24
154,154,55100.0,58.0,12.0,0,0,72
155,155,65000.0,38.0,4.0,1,1,11
156,156,160000.0,90.0,2.0,1,1,29
157,157,67000.0,60.0,6.0,1,1,5
158,158,177500.0,142.0,5.0,0,0,75
159,159,158000.0,65.0,11.0,0,1,16
160,160,160000.0,157.0,21.0,0,0,53
161,161,58000.0,32.0,4.0,1,1,88
162,162,77000.0,57.0,2.0,1,1,31
163,163,68000.0,45.0,3.0,1,1,64
164,164,145000.0,80.0,7.0,1,1,19
165,165,163580.0,172.0,12.0,0,0,75
166,166,93500.0,98.0,6.0,0,0,75
167,167,145000.0,75.0,3.0,1,0,27
168,168,144808.0,152.0,16.0,0,0,75
169,169,100000.0,83.0,8.0,0,0,95
170,170,89000.0,65.0,8.0,1,1,19
171,171,76320.0,63.0,8.0,0,0,95
172,172,240000.0,100.0,7.0,1,1,73
173,173,83000.0,69.0,6.0,0,0,95
174,174,135000.0,76.0,18.0,0,0,88
175,175,300000.0,100.0,2.0,1,1,41
176,176,75000.0,65.0,6.0,1,1,65
177,177,130000.0,87.0,15.0,0,1,37
178,178,125000.0,74.0,3.0,0,1,6
179,179,130000.0,100.0,2.0,1,0,33
180,180,115000.0,110.0,3.0,1,1,78
181,181,72000.0,45.0,4.0,1,1,37
182,182,270000.0,196.0,8.0,0,0,72
183,183,56300.0,35.0,3.0,1,1,59
184,184,84000.0,69.0,8.0,0,0,95
185,185,158000.0,138.0,18.0,0,1,19
186,186,110000.0,103.0,18.0,0,0,54
187,187,160000.0,107.0,12.0,0,0,75
188,188,170000.0,110.0,10.0,0,1,5
189,189,1300000.0,400.0,4.0,0,1,84
190,190,155000.0,90.0,16.0,0,1,49
191,191,148000.0,123.0,6.0,0,0,95
192,192,275000.0,170.0,11.0,0,1,88
193,193,100500.0,83.0,14.0,0,0,95
194,194,1700000.0,275.0,5.0,0,1,84
195,195,93000.0,70.0,1.0,0,0,88
196,196,105000.0,59.0,12.0,0,1,19
197,197,65000.0,47.0,10.0,0,1,80
198,198,105000.0,103.0,17.0,0,0,82
199,199,78000.0,45.0,19.0,0,0,0
200,200,210000.0,120.0,2.0,0,0,95
201,201,108000.0,101.0,3.0,0,0,82
202,202,72000.0,44.0,6.0,0,0,0
203,203,190000.0,90.0,5.0,1,1,66
204,204,650000.0,333.0,9.0,0,1,74
205,205,77500.0,70.0,9.0,1,1,80
206,206,83200.0,64.0,13.0,0,0,62
207,207,149000.0,135.0,13.0,0,0,85
208,208,1050000.0,300.0,6.0,0,1,15
209,209,270000.0,100.0,8.0,1,1,24
210,210,150000.0,115.0,14.0,0,0,37
211,211,97000.0,45.0,5.0,1,1,49
212,212,850000.0,245.0,18.0,0,0,30
213,213,135000.0,107.0,7.0,0,0,31
214,214,159000.0,105.0,16.0,0,1,19
215,215,250000.0,145.0,5.0,0,1,88
216,216,130000.0,95.0,14.0,0,1,31
217,217,128000.0,112.0,17.0,0,0,6
218,218,320000.0,204.0,10.0,0,1,14
219,219,470000.0,175.0,6.0,0,0,47
220,220,145000.0,135.0,6.0,0,1,30
221,221,104900.0,86.0,12.0,0,0,88
222,222,52000.0,48.0,1.0,0,1,65
223,223,170000.0,85.0,5.0,0,1,92
224,224,225000.0,160.0,14.0,0,0,0
225,225,67500.0,35.0,3.0,1,1,29
226,226,198000.0,145.0,5.0,0,0,54
227,227,600000.0,218.0,14.0,0,0,18
228,228,150000.0,90.0,2.0,1,1,88
229,229,235000.0,130.0,7.0,0,0,13
230,230,230000.0,158.0,8.0,0,1,49
231,231,190000.0,100.0,5.0,1,1,66
232,232,125000.0,100.0,8.0,1,1,37
233,233,120000.0,95.0,3.0,0,1,31
234,234,56000.0,59.0,4.0,0,0,2
235,235,120000.0,75.0,7.0,0,0,16
236,236,70000.0,70.0,3.0,1,1,77
237,237,210000.0,150.0,5.0,0,1,19
238,238,57500.0,60.0,6.0,0,0,2
239,239,99000.0,88.0,4.0,0,0,1
240,240,110000.0,75.0,9.0,1,1,5
241,241,229000.0,148.0,12.0,0,1,85
242,242,68000.0,54.0,12.0,0,0,96
243,243,210000.0,150.0,16.0,0,1,13
244,244,203000.0,103.0,3.0,0,1,50
245,245,285000.0,92.0,5.0,0,1,44
246,246,130000.0,94.0,10.0,0,1,19
247,247,139000.0,135.0,15.0,0,0,85
248,248,160000.0,140.0,18.0,0,1,45
249,249,15000.0,42.0,2.0,0,0,2
250,250,280000.0,158.0,11.0,0,1,88
251,251,300000.0,92.0,4.0,1,1,39
252,252,600000.0,248.0,12.0,0,0,73
253,253,1350000.0,268.0,13.0,0,1,92
254,254,115000.0,102.0,7.0,0,0,82
255,255,69500.0,62.0,5.0,0,0,1
256,256,135000.0,132.0,5.0,0,0,82
257,257,87000.0,70.0,5.0,1,1,78
258,258,265000.0,120.0,1.0,0,1,32
259,259,107000.0,92.0,7.0,0,0,82
260,260,130000.0,108.0,10.0,0,0,92
261,261,87000.0,122.0,9.0,0,0,82
262,262,188000.0,155.0,7.0,0,0,43
263,263,124000.0,95.0,4.0,0,0,31
264,264,382500.0,232.0,4.0,0,0,47
265,265,56000.0,45.0,1.0,1,1,82
266,266,165000.0,90.0,4.0,0,0,49
267,267,145000.0,120.0,7.0,1,1,85
268,268,166000.0,80.0,2.0,1,1,1
269,269,340000.0,161.0,8.0,0,1,72
270,270,305000.0,151.0,12.0,0,1,84
271,271,62000.0,52.0,7.0,1,1,71
272,272,280000.0,157.0,11.0,0,1,74
273,273,210000.0,90.0,16.0,0,0,76
274,274,259000.0,144.0,14.0,0,0,73
275,275,190000.0,80.0,5.0,1,1,66
276,276,210000.0,151.0,12.0,0,1,32
277,277,110000.0,110.0,13.0,0,0,31
278,278,360000.0,144.0,8.0,0,1,30
279,279,118000.0,100.0,5.0,1,1,31
280,280,64000.0,58.0,2.0,1,1,19
281,281,93000.0,86.0,6.0,0,0,82
282,282,257000.0,150.0,4.0,0,0,64
283,283,315000.0,120.0,17.0,0,0,63
284,284,170000.0,105.0,6.0,0,1,88
285,285,335000.0,81.0,2.0,1,1,66
286,286,85000.0,57.0,21.0,0,1,88
287,287,90000.0,86.0,7.0,0,0,82
288,288,135000.0,87.0,7.0,0,1,19
289,289,190000.0,141.0,6.0,0,1,37
290,290,305000.0,210.0,14.0,0,0,9
291,291,138500.0,154.0,2.0,0,0,45
292,292,185000.0,137.0,12.0,0,0,92
293,293,140000.0,157.0,4.0,0,0,49
294,294,117000.0,88.0,9.0,1,1,88
295,295,170000.0,63.0,1.0,1,1,28
296,296,98000.0,54.0,16.0,0,1,0
297,297,210000.0,156.0,16.0,0,1,92
298,298,200000.0,135.0,6.0,1,1,6
299,299,61000.0,48.0,3.0,1,0,88
300,300,97000.0,110.0,6.0,0,0,2
301,301,235000.0,94.0,9.0,0,1,92
302,302,270000.0,116.0,17.0,0,1,92
303,303,68000.0,40.0,4.0,1,1,6
304,304,125000.0,85.0,4.0,1,1,6
305,305,85000.0,65.0,8.0,0,0,59
306,306,99000.0,85.0,4.0,1,1,96
307,307,55100.0,58.0,10.0,0,0,27
308,308,350000.0,141.0,6.0,0,1,92
309,309,109000.0,77.0,13.0,0,0,59
310,310,144000.0,120.0,7.0,1,1,37
311,311,65000.0,40.0,1.0,1,1,34
312,312,165000.0,103.0,8.0,0,1,78
313,313,370000.0,170.0,13.0,0,1,47
314,314,117000.0,80.0,6.0,0,1,96
315,315,243000.0,142.0,8.0,0,0,6
316,316,350000.0,156.0,3.0,0,1,29
317,317,45000.0,30.0,1.0,1,0,81
318,318,110000.0,60.0,3.0,0,0,12
319,319,125000.0,105.0,1.0,1,1,80
320,320,400000.0,174.0,18.0,0,1,24
321,321,124000.0,94.0,4.0,0,0,31
322,322,63000.0,75.0,5.0,0,0,2
323,323,126500.0,95.0,5.0,0,0,19
324,324,145000.0,130.0,7.0,1,1,19
325,325,180000.0,105.0,1.0,0,0,52
326,326,130000.0,110.0,2.0,1,1,37
327,327,160000.0,90.0,1.0,1,1,37
328,328,110000.0,71.0,4.0,0,1,0
329,329,105000.0,80.0,8.0,1,1,45
330,330,128000.0,91.0,16.0,0,0,45
331,331,87000.0,66.0,2.0,0,1,31
332,332,90000.0,65.0,3.0,1,1,32
333,333,130000.0,81.0,12.0,0,0,19
334,334,118000.0,87.0,16.0,0,1,96
335,335,110000.0,111.0,6.0,0,0,92
336,336,75000.0,45.0,5.0,1,1,70
337,337,86500.0,65.0,4.0,0,0,45
338,338,350000.0,80.0,2.0,1,1,91
339,339,74500.0,48.0,3.0,1,1,45
340,340,190000.0,110.0,4.0,1,1,62
341,341,64000.0,70.0,9.0,1,1,80
342,342,280000.0,154.0,3.0,0,1,27
343,343,145000.0,110.0,4.0,1,1,29
344,344,480000.0,220.0,5.0,0,1,92
345,345,123400.0,60.0,3.0,1,1,70
346,346,78000.0,57.0,4.0,0,0,59
347,347,400000.0,230.0,3.0,1,1,57
348,348,125000.0,90.0,5.0,1,1,6
349,349,115000.0,55.0,2.0,1,1,27
350,350,145010.0,98.0,16.0,0,1,72
351,351,97000.0,100.0,1.0,1,1,78
352,352,83000.0,75.0,9.0,0,0,31
353,353,330000.0,193.0,15.0,0,1,27
354,354,52000.0,24.0,2.0,1,1,37
355,355,120000.0,73.0,5.0,1,1,54
356,356,53000.0,48.0,15.0,0,0,88
357,357,160000.0,121.0,3.0,0,1,88
358,358,95000.0,63.0,8.0,1,1,31
359,359,74000.0,62.0,5.0,0,0,49
360,360,95000.0,70.0,5.0,1,1,31
361,361,73000.0,52.0,6.0,0,0,31
362,362,210000.0,127.0,8.0,0,0,27
363,363,125000.0,118.0,9.0,0,0,88
364,364,365000.0,180.0,16.0,0,0,56
365,365,450000.0,221.0,4.0,0,1,11
366,366,94000.0,65.0,4.0,1,1,49
367,367,450000.0,240.0,11.0,0,0,75
368,368,97000.0,70.0,2.0,1,1,80
369,369,240000.0,112.0,4.0,0,1,92
370,370,55000.0,47.0,16.0,0,0,82
371,371,120000.0,65.0,8.0,0,1,37
372,372,60000.0,35.0,3.0,1,1,88
373,373,155000.0,94.0,8.0,0,0,14
374,374,120000.0,60.0,1.0,1,1,89
375,375,270000.0,131.0,8.0,0,1,11
376,376,143000.0,145.0,9.0,0,0,45
377,377,220000.0,90.0,5.0,1,1,70
378,378,193000.0,120.0,9.0,0,1,88
379,379,79000.0,45.0,5.0,1,1,27
380,380,81500.0,52.0,4.0,1,1,38
381,381,125000.0,60.0,2.0,1,1,68
382,382,110000.0,92.0,5.0,1,1,9
383,383,240000.0,128.0,7.0,0,1,19
384,384,107000.0,78.0,10.0,0,1,55
385,385,195000.0,120.0,7.0,1,1,87
386,386,125000.0,70.0,4.0,1,1,47
387,387,115000.0,105.0,9.0,1,1,19
388,388,57000.0,35.0,1.0,1,1,27
389,389,100000.0,105.0,17.0,0,1,31
390,390,80000.0,55.0,3.0,1,1,5
391,391,110000.0,70.0,6.0,0,1,59
392,392,396000.0,220.0,17.0,0,1,24
393,393,277000.0,137.0,8.0,0,0,27
394,394,58000.0,35.0,4.0,1,1,88
395,395,135000.0,65.0,12.0,0,0,47
396,396,67000.0,60.0,15.0,0,1,80
397,397,110000.0,90.0,5.0,1,1,23
398,398,55000.0,47.0,16.0,0,0,82
399,399,98000.0,65.0,8.0,1,1,19
400,400,76000.0,85.0,15.0,0,1,31
401,401,55000.0,47.0,16.0,0,0,82
402,402,220000.0,160.0,2.0,1,1,28
403,403,55000.0,47.0,16.0,0,0,82
404,404,73000.0,50.0,3.0,1,1,88
405,405,400000.0,240.0,10.0,0,0,75
406,406,130000.0,62.0,8.0,0,1,49
407,407,200000.0,140.0,10.0,0,0,92
408,408,199000.0,116.0,12.0,0,0,88
409,409,400000.0,200.0,11.0,0,1,27
410,410,135000.0,88.0,3.0,0,1,0
411,411,125000.0,107.0,12.0,0,0,82
412,412,87000.0,76.0,3.0,1,1,27
413,413,93000.0,72.0,2.0,1,1,88
414,414,123000.0,75.0,8.0,1,1,64
415,415,180000.0,140.0,16.0,0,0,92
416,416,108000.0,46.0,1.0,1,1,43
417,417,275000.0,113.0,13.0,0,0,81
418,418,65000.0,48.0,10.0,0,0,88
419,419,90000.0,70.0,1.0,1,1,59
420,420,320000.0,185.0,13.0,0,0,49
421,421,325000.0,172.0,4.0,0,1,18
422,422,115000.0,65.0,4.0,1,1,44
423,423,95000.0,130.0,17.0,0,0,82
424,424,166750.0,145.0,14.0,0,0,23
425,425,300000.0,187.0,14.0,0,1,95
426,426,1600000.0,440.0,16.0,0,1,81
427,427,135000.0,80.0,7.0,1,1,44
428,428,470000.0,260.0,7.0,0,1,27
429,429,71000.0,60.0,2.0,1,1,48
430,430,320000.0,200.0,4.0,0,1,16
431,431,54000.0,52.0,5.0,0,0,80
432,432,85000.0,70.0,4.0,1,0,3
433,433,173000.0,154.0,7.0,0,1,88
434,434,75000.0,61.0,7.0,0,1,1
435,435,160000.0,90.0,14.0,0,0,44
436,436,560000.0,215.0,16.0,0,1,61
437,437,135000.0,123.0,15.0,0,0,59
438,438,95000.0,101.0,3.0,0,0,82
439,439,140000.0,88.0,7.0,0,1,72
440,440,135000.0,110.0,5.0,1,1,45
441,441,220000.0,191.0,12.0,0,0,76
442,442,160000.0,135.0,18.0,0,0,76
443,443,65000.0,55.0,6.0,1,1,74
444,444,91000.0,65.0,5.0,1,1,88
445,445,250000.0,75.0,2.0,1,1,41
446,446,103000.0,69.0,15.0,0,0,75
447,447,70000.0,55.0,3.0,1,1,78
448,448,320000.0,210.0,11.0,0,0,9
449,449,168000.0,112.0,4.0,0,0,92
450,450,112000.0,56.0,3.0,1,1,24
451,451,690000.0,135.0,11.0,0,1,35
452,452,165000.0,120.0,16.0,0,0,31
453,453,115000.0,80.0,3.0,1,1,59
454,454,460000.0,140.0,8.0,0,1,56
455,455,100000.0,87.0,5.0,1,1,23
456,456,260000.0,144.0,12.0,0,0,1
457,457,60000.0,55.0,8.0,0,0,45
458,458,95000.0,60.0,1.0,1,1,49
459,459,110000.0,130.0,3.0,0,0,88
460,460,50000.0,30.0,3.0,1,0,16
461,461,142000.0,75.0,4.0,1,1,39
462,462,95000.0,64.0,13.0,0,0,88
463,463,145000.0,139.0,16.0,0,0,59
464,464,34000.0,57.0,2.0,0,0,2
465,465,285000.0,116.0,11.0,0,0,27
466,466,75000.0,75.0,6.0,1,1,96
467,467,263000.0,156.0,18.0,0,1,92
468,468,220000.0,110.0,4.0,1,1,24
469,469,150000.0,101.0,11.0,0,1,88
470,470,160000.0,70.0,12.0,0,0,76
471,471,280000.0,132.0,6.0,0,1,23
472,472,128000.0,90.0,4.0,0,1,80
473,473,107000.0,75.0,2.0,1,1,14
474,474,185000.0,90.0,5.0,1,1,79
475,475,230000.0,105.0,8.0,0,1,23
476,476,92000.0,115.0,10.0,0,0,0
477,477,117000.0,87.0,7.0,1,1,19
478,478,175000.0,75.0,12.0,0,1,27
479,479,118000.0,85.0,9.0,0,1,80
480,480,120000.0,85.0,4.0,1,1,33
481,481,91000.0,55.0,9.0,1,1,55
482,482,435000.0,170.0,9.0,0,1,82
483,483,115000.0,48.0,9.0,0,0,32
484,484,89000.0,70.0,5.0,1,1,44
485,485,385000.0,148.0,13.0,0,1,82
486,486,73000.0,50.0,2.0,1,1,58
487,487,80000.0,56.0,5.0,1,1,23
488,488,100000.0,52.0,1.0,1,1,88
489,489,450000.0,300.0,3.0,0,1,72
490,490,125000.0,154.0,17.0,0,0,50
491,491,138000.0,100.0,2.0,1,1,49
492,492,246600.0,137.0,6.0,0,0,47
493,493,255000.0,127.0,3.0,0,0,11
494,494,65000.0,51.0,10.0,0,1,0
495,495,125000.0,65.0,9.0,1,1,11
496,496,129000.0,138.0,7.0,0,0,96
497,497,70000.0,82.0,6.0,1,1,5
498,498,170000.0,170.0,7.0,0,0,77
499,499,98000.0,85.0,8.0,0,0,82
500,500,85000.0,149.0,4.0,0,0,82
501,501,160000.0,130.0,14.0,0,0,49
502,502,75000.0,50.0,2.0,1,1,49
503,503,250000.0,196.0,15.0,0,0,93
504,504,140000.0,87.0,15.0,0,1,37
505,505,115000.0,115.0,9.0,1,1,96
506,506,35000.0,34.0,3.0,1,1,71
507,507,135000.0,102.0,17.0,0,1,19
508,508,222000.0,153.0,5.0,0,0,49
509,509,67000.0,74.0,7.0,0,0,82
510,510,179000.0,95.0,13.0,0,1,24
511,511,135000.0,183.0,11.0,0,0,0
512,512,105000.0,65.0,10.0,1,1,82
513,513,210000.0,156.0,16.0,0,1,92
514,514,120000.0,64.0,8.0,0,0,59
515,515,139000.0,70.0,11.0,0,0,92
516,516,400000.0,180.0,4.0,0,0,18
517,517,200000.0,157.0,5.0,0,0,44
518,518,75900.0,70.0,12.0,0,0,81
519,519,99000.0,96.0,7.0,0,0,82
520,520,220000.0,110.0,1.0,0,1,90
521,521,78000.0,68.0,7.0,0,0,82
522,522,115000.0,119.0,16.0,0,0,88
523,523,118000.0,87.0,16.0,0,1,96
524,524,130000.0,103.0,5.0,0,0,37
525,525,89000.0,77.0,2.0,0,0,96
526,526,190000.0,60.0,1.0,1,1,27
527,527,160000.0,94.0,5.0,0,0,92
528,528,220000.0,97.0,5.0,0,1,83
529,529,228000.0,126.0,17.0,0,1,92
530,530,66000.0,50.0,8.0,1,1,65
531,531,105000.0,86.0,16.0,0,0,37
532,532,136000.0,94.0,14.0,0,1,19
533,533,69500.0,65.0,2.0,1,1,37
534,534,265000.0,154.0,9.0,0,1,88
535,535,168000.0,134.0,17.0,0,0,49
536,536,147000.0,154.0,15.0,0,0,53
537,537,103000.0,103.0,17.0,0,1,19
538,538,110000.0,69.0,3.0,1,1,27
539,539,249000.0,151.0,3.0,0,0,23
540,540,64500.0,45.0,2.0,1,1,82
541,541,79000.0,44.0,19.0,0,0,0
542,542,125000.0,80.0,4.0,0,0,86
543,543,110000.0,91.0,7.0,0,0,82
544,544,400000.0,164.0,10.0,0,1,16
545,545,80000.0,49.0,12.0,0,1,65
546,546,144000.0,96.0,11.0,0,0,16
547,547,325000.0,140.0,12.0,0,1,14
548,548,194000.0,117.0,14.0,0,1,92
549,549,220000.0,156.0,5.0,0,0,23
550,550,120000.0,71.0,11.0,0,1,88
551,551,22500.0,41.0,2.0,0,0,2
552,552,125000.0,79.0,6.0,0,1,88
553,553,160000.0,63.0,3.0,0,0,47
554,554,280000.0,150.0,14.0,0,0,1
555,555,92000.0,53.0,7.0,0,0,81
556,556,570000.0,415.0,21.0,0,0,30
557,557,125000.0,70.0,1.0,0,1,88
558,558,80000.0,32.0,3.0,1,1,22
559,559,120000.0,108.0,14.0,0,0,31
560,560,150000.0,77.0,1.0,1,1,49
561,561,85000.0,90.0,4.0,0,0,2
562,562,100000.0,55.0,4.0,1,1,70
563,563,260000.0,108.0,18.0,0,1,73
564,564,160000.0,103.0,15.0,0,1,37
565,565,54800.0,90.0,2.0,0,0,2
566,566,410000.0,180.0,5.0,0,1,46
567,567,160000.0,101.0,13.0,0,0,0
568,568,88000.0,61.0,10.0,0,1,88
569,569,170000.0,100.0,6.0,0,1,87
570,570,67000.0,65.0,17.0,0,0,82
571,571,120000.0,82.0,5.0,0,0,27
572,572,110000.0,55.0,9.0,0,0,53
573,573,74000.0,100.0,16.0,0,0,71
574,574,69000.0,50.0,3.0,1,1,0
575,575,52000.0,85.0,4.0,0,0,2
576,576,360000.0,200.0,18.0,0,1,23
577,577,140000.0,82.0,12.0,0,0,27
578,578,330000.0,185.0,8.0,0,1,53
579,579,200000.0,100.0,14.0,0,0,87
580,580,80000.0,65.0,4.0,1,1,72
581,581,190000.0,240.0,17.0,0,0,81
582,582,352000.0,199.0,22.0,0,0,27
583,583,145000.0,145.0,17.0,0,0,5
584,584,105000.0,55.0,16.0,0,0,92
585,585,160000.0,180.0,2.0,0,1,85
586,586,45000.0,42.0,1.0,1,1,47
587,587,73000.0,86.0,17.0,0,0,96
588,588,230000.0,145.0,14.0,0,1,95
589,589,100000.0,90.0,3.0,0,0,2
590,590,170000.0,115.0,8.0,0,1,14
591,591,78000.0,80.0,14.0,0,0,82
592,592,250000.0,135.0,13.0,0,1,88
593,593,382700.0,231.0,4.0,0,0,34
594,594,132000.0,109.0,4.0,0,1,31
595,595,125000.0,115.0,7.0,1,1,45
596,596,68000.0,80.0,4.0,0,0,2
597,597,140000.0,74.0,12.0,0,1,88
598,598,320000.0,148.0,5.0,0,1,27
599,599,93000.0,65.0,3.0,1,1,27
600,600,405000.0,157.0,12.0,0,1,87
601,601,103000.0,78.0,3.0,1,1,72
602,602,145000.0,114.0,4.0,0,0,19
603,603,101000.0,71.0,16.0,0,0,88
604,604,73000.0,52.0,5.0,1,1,14
